02.637.265/0001-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.992.308/0001-96,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06.114.122/0001-95,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20.466.389/0001-72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.481.225/0001-68,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09.595.294/0001-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03.377.294/0001-63,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.975.285/0001-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29.041.324/0001-50,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43.337.203/0001-80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07.825.739/0001-81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.976.206/0001-87,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.914.372/0001-84,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82.500.752/0001-86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41.738.832/0001-97,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07.670.979/0001-54,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09.120.896/0001-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.892.671/0001-65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07.111.938/0001-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.681.115/0002-03,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16.401.168/0001-49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
